Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
500.0000000000001,0.9935348530616839,0.4558242978712738,56.20356824154453
509.3549804843584,0.9933276995155307,0.4622874955369096,55.69451409211776
518.884992288442,0.9931260875595278,0.4687021370607647,55.19016288561647
528.5933102414115,0.9929008833056884,0.4751791890548671,54.68532945481888
538.483270444353,0.9926795501168414,0.4815898529666509,54.17110767583429
548.5582714166735,0.9925108899216575,0.4880664894019489,53.6521579947968
558.8217752639461,0.9922528743669704,0.4944994767593162,53.13446524958309
569.2773088676033,0.9920130807107223,0.5009679762073675,52.6069055913847
579.9284650968918,0.9918238390975223,0.5075212048415345,52.07103920865224
590.7789040435026,0.9916399508054545,0.5139643297897052,51.54214364376011
601.8323542792976,0.9914116256970606,0.5204873075188697,51.00394838344931
613.0926141375741,0.9911382385015065,0.5269994896791773,50.45404538880575
624.5635530182964,0.9909433678228258,0.5334947808494153,49.90194353515676
636.2491127177512,0.9906611720998593,0.5400620961433972,49.35258072995541
648.1533087830809,0.990439417171643,0.5465635290861168,48.78962170345696
660.2802318921571,0.9901661366287673,0.5530499342351607,48.23427212919006
672.6340492592744,0.9899464978792891,0.5595059286996146,47.66557155321803
685.2190060671451,0.9897073192626733,0.5660228411523851,47.09524697505633
698.0394269256838,0.9894258365520314,0.5724238627780057,46.52337402532038
711.0997173580884,0.9891876462460086,0.5788507285501936,45.94782441251607
724.4043653147236,0.988919274071278,0.585333681145592,45.36532198674657
737.9579427153303,0.9887034091356441,0.5916880595496351,44.78227074006492
751.7651070200884,0.9884253361826524,0.5980641007045917,44.20018292974078
765.8306028300768,0.9882568004622554,0.6043556638196398,43.60750380813369
780.1592635176761,0.9879764457069374,0.6107527079396373,43.01878336963285
794.7560128874744,0.9877779971418956,0.6169506696208935,42.42036868257338
809.6258668682517,0.9874726581321989,0.6232224565754765,41.82334693179148
824.7739352366204,0.98720355493928,0.6293101947160338,41.21844246694182
840.2054233729118,0.9869391701745107,0.6354884286838972,40.61895179892603
855.9256340499229,0.9867711610242307,0.6415538041350676,40.00642346190024
871.9399692551208,0.9865414791735543,0.6475534222655922,39.39966477033363
888.253932046948,0.9862335776962114,0.6535172688875023,38.79206533799427
904.8731284458553,0.9859839718822185,0.6594859186460809,38.18785931597802
921.8032693607175,0.9857283167608659,0.6652443123129373,37.5672841025266
939.0501725512918,0.9854197704356169,0.6710952138330561,36.95600656099816
956.6197646273929,0.98534109091026,0.6767196278124715,36.34121558637047
